k_rate,bb_rate,hbp_rate,hr_rate,single_rate,double_rate,triple_rate,gbout_rate,fbout_rate,ldout_rate,fc_rate,gidp_prob_given_gbout,sf_prob_given_fbout,sac_bunt_prob
0.228802,0.096805,0.010819,0.025397,0.137464,0.041512,0.002961,0.204487,0.190991,0.047719,0.013040,0.081152,0.028149,0.003000
